the_geom,the_geom_webmercator,facname,addressnum,streetname,address,city,zipcode,factype,facsubgrp,facgroup,facdomain,servarea,opname,opabbrev,optype,overagency,overabbrev,overlevel,capacity,captype,boro,bin,bbl,latitude,longitude,xcoord,ycoord,cd,nta2010,nta2020,council,ct2010,ct2020,borocode,schooldist,policeprct,datasource,uid
0101000020E6100000B36F9531287852C097412006826A4440,0101000020110F0000012F5D1E405F5FC17DFA3DB8B5065341,THE CINEMA SCHOOL,1551,EAST 172 STREET,1551 EAST 172 STREET,BRONX,10472,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,400,seats,BRONX,2117663,2038640012,40.8321012996,-73.8774546417,1018162.13678,242457.942268,209,BX08,BX0901,18,005600,005600,2,12,43,doe_lcgms,be1afb7df8198e594c2838b7708958ca
0101000020E610000078D0EA37FC7552C085046A607E644440,0101000020110F000052601ABD8F5B5FC10B76FE1BF6FF5241,COLLEGE POINT COLLABORATIVE,124-06,14 AVENUE,124-06 14 AVENUE,COLLEGE POINT,11356,JUNIOR HIGH-INTERMEDIATE-MIDDLE SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,593,seats,QUEENS,4098406,4040890045,40.7851149852,-73.8435205917,1027583.32191,225354.144247,407,QN23,QN0701,19,092500,092500,4,25,109,doe_lcgms,a7e08240115edaa06419bc1623e4d4a9
0101000020E610000028CABD2B8C7F52C004BE6740694F4440,0101000020110F000014420DD5CD6B5FC1FFE6FFB857E85241,TIFERES MIRIAM SCHOOL FOR GIRLS,6510,17 AVENUE,6510 17 AVENUE,BROOKLYN,11204,MIDDLE SCHOOL - NON-PUBLIC,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Tiferes Miriam School For Girls,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,BROOKLYN,3133794,3055520046,40.6204077624,-73.9929317893,986212.21914,165307.737682,311,BK28,BK1101,38,025200,025200,3,20,62,nysed_activeinstitutions,a7f8fe7e572b53d50bb58e2d9e0366f7
0101000020E6100000C256C139237C52C0191CFEE68C654440,0101000020110F0000E59BFF0B03665FC1090DA19225015341,NORTHSIDE HEADSTART CENTER,302,EAST 111 STREET,302 EAST 111 STREET,NEW YORK,10029,SATELLITE SITE FOR STUDENTS WITH DISABILITIES,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Northside Center Day School,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,MANHATTAN,1081364,1016820046,40.793370772,-73.9396514315,1000960.06362,228329.062767,111,MN34,MN1102,8,018000,018000,1,04,23,nysed_activeinstitutions,beae59fc55d1e2eea1435e4e573c88b1
0101000020E61000001E17462C1D7F52C0C7AB4B87FA4B4440,0101000020110F0000E84C854A116B5FC1701438B480E45241,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,2630,BENSON AVENUE,2630 BENSON AVENUE,BROOKLYN,11214,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,365,seats,BROOKLYN,3186454,3068830001,40.5935912573,-73.9861570099,988094.522187,155538.015629,313,BK26,BK1301,47,030600,030600,3,21,60,doe_lcgms,a80c892493c3507fcb83830eccbefea4
0101000020E6100000C9A6B5C3FB7B52C0C27879CA0D564440,0101000020110F0000BC49A804C0655FC1FC0C6D38C7EF5241,KIPP AMP CHARTER SCHOOL,,,1224 PARK PL-4TH FL,BROOKLYN,11213,CHARTER SCHOOL,CHARTER K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,0,,BROOKLYN,3036405,3013700029,40.6723041163,-73.9372429086,1001658.56582,184221.158381,308,BK61,BK0802,36,034300,034300,3,17,77,nysed_activeinstitutions,a8163a10714abd213bd94c22a271bcb9
0101000020E610000072D3881A177052C086BB59AE7A4D4440,0101000020110F00003DEAF95A8C515FC13BC82E672EE65241,WORLD HARVEST DELIVERANCE CENTER,15-21,CENTRAL AVENUE,15-21 CENTRAL AVENUE,FAR ROCKAWAY,11691,ELEMENTARY SCHOOL - NON-PUBLIC,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,World Harvest Deliverance Center Christian Academy,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,QUEENS,4298052,4155450026,40.6053146726,-73.7514114948,1053276.63,159906.796125,414,QN15,QN1401,31,103202,103202,4,27,101,nysed_activeinstitutions,a841762ad775fd9e5945d846893c231f
0101000020E6100000627AA6E7677F52C03D21127123514440,0101000020110F0000B1C0163B906B5FC1BD87A78B46EA5241,CONG MACHNA SHALVA IV,,,1362-49 ST,BROOKLYN,11219,MIDDLE SCHOOL - NON-PUBLIC,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Congregation Machna Shalva Iv,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,BROOKLYN,3137764,3056420033,40.6339023361,-73.9907182903,986826.191768,170224.227553,312,BK88,BK1202,44,023600,023600,3,20,66,nysed_activeinstitutions,a84c0a1be21714f057410185f3201194
0101000020E61000007E28889A3D7452C01CB512ADC8584440,0101000020110F0000A2BF571E99585FC1C5C455F2D5F25241,P.S. 055 MAURE,131-10,97 AVENUE,131-10 97 AVENUE,SOUTH RICHMOND HILL,11419,ELEMENTARY SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,299,seats,QUEENS,4200233,4094770001,40.6936324074,-73.8162613735,1035202.02719,192038.873482,409,QN54,QN0903,28,015400,015400,4,28,102,doe_lcgms,a86bcf859f707c8ff40de3e59174675e
0101000020E610000082E2DE874D7552C0EF8D1BB53C4A4440,0101000020110F000095909A03675A5FC19C17851E8EE25241,WATERSIDE CHILDREN'S STUDIO SCHOOL,140,BEACH 112 STREET,140 BEACH 112 STREET,FAR ROCKAWAY,11694,ELEMENTARY SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,0,seats,QUEENS,4303856,4161840001,40.5799858807,-73.8328584863,1030678.53828,150625.225325,414,QN10,QN1403,32,093800,093800,4,27,100,doe_lcgms,a87dfc109f01ddadb2f87af3a6453194
0101000020E61000005A697E6EAB7C52C0DE82FF0DA1574440,0101000020110F00008E490F68EA665FC1B3B1ABD48AF15241,BEDFORD STUY COLLEGIATE CHART ANNEX,832,MARCY AVENUE,832 MARCY AVENUE,BROOKLYN,11216,CHARTER SCHOOL,CHARTER K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,0,,BROOKLYN,3051641,3018230038,40.6846107517,-73.9479647845,998681.697364,188702.869998,303,BK75,BK0301,36,024900,024900,3,13,79,nysed_activeinstitutions,bf5965b7ca129f3d843734cac4c99fb4
0101000020E6100000DE6E70C4527A52C099903E21776B4440,0101000020110F0000DAF7251EEE625FC1FA7F8EDCC8075341,NEW DIRECTIONS SECONDARY SCHOOL,240,EAST 172 STREET,240 EAST 172 STREET,BRONX,10457,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,378,seats,BRONX,2007806,2028170002,40.8395813391,-73.9113031425,1008792.44136,245171.902569,204,BX14,BX0403,16,022500,022500,2,09,44,doe_lcgms,bf5c8158e8a0cfe4cd10a766ccdc553a
0101000020E6100000204C782DE27C52C097D9165B84514440,0101000020110F0000532EE86547675FC13EBB2A02B3EA5241,BROOKLYN KIDS PREPARATORY SCHOOL,1401,FLATBUSH AVENUE,1401 FLATBUSH AVENUE,BROOKLYN,11210,ELEMENTARY SCHOOL - NON-PUBLIC,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Brooklyn Kids Preparatory School,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,BROOKLYN,3120877,3052280008,40.6368599217,-73.9513062135,997764.640113,171305.3755,314,BK42,BK1401,45,078800,078801,3,22,70,nysed_activeinstitutions,bf70600a5dbe21bbb3b7701756b9d037
0101000020E61000002945F74CC67952C008BD2895BE6A4440,0101000020110F0000B9475D85FF615FC1637C51B2F9065341,BRONX CENTER FOR SCIENCE AND MATHEMATICS,1363,FULTON AVENUE,1363 FULTON AVENUE,BRONX,10456,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,436,seats,BRONX,2009617,2029250056,40.8339494047,-73.9027297342,1011166.98305,243122.498953,203,BX01,BX0302,16,014701,014701,2,09,42,doe_lcgms,a8adf813049a3d1ae6c6ace68603d493
0101000020E6100000B7704108357B52C0CA153BBBCC6E4440,0101000020110F0000244E94736E645FC18024DD4E870B5341,HIGH SCHOOL FOR EXCELLENCE AND INNOVATION,650,ACADEMY STREET,650 ACADEMY STREET,NEW YORK,10034,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,318,seats,MANHATTAN,1076776,1022330020,40.8656311953,-73.9251132636,1004963.0648,254659.287894,112,MN01,MN1203,10,029100,029100,1,06,34,doe_lcgms,bfa189e50772c2366a94e0fff8e89eca
0101000020E61000000C1A91198F7D52C0DF7E65E034634440,0101000020110F0000BE62B91F6D685FC1832EC88A84FE5241,RAMAZ UPPER SCHOOL,60,EAST 78 STREET,60 EAST 78 STREET,NEW YORK,10075,HIGH SCHOOL - NON-PUBLIC,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Ramaz Upper School,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,MANHATTAN,1041831,1013920044,40.7750594343,-73.9618605605,994813.428464,221654.162173,108,MN40,MN0802,4,014200,014200,1,02,19,nysed_activeinstitutions,bfc800a73ee2e758995581a9a2d65a1b
0101000020E610000062AC673CB87952C039D0B62C736B4440,0101000020110F0000FC0673A1E7615FC1BC99E26BC4075341,MOTT HALL BRONX HIGH SCHOOL,1595,BATHGATE AVENUE,1595 BATHGATE AVENUE,BRONX,10457,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,354,seats,BRONX,2009555,2029130001,40.8394606369,-73.9018712933,1011402.28449,245130.709346,203,BX01,BX0302,16,016700,016700,2,09,42,doe_lcgms,a8ded5a41e46e1b4728ee5bf0bb2007c
0101000020E61000006695432A0F7352C03C4B8EF0D45A4440,0101000020110F00005DC56E6597565FC1E9EB784421F55241,IDEAL MONTESSORI SCHOOL,87-41,165 STREET,87-41 165 STREET,JAMAICA,11432,ELEMENTARY SCHOOL - NON-PUBLIC,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Ideal Montessori School,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,QUEENS,4210430,4098370021,40.7096316661,-73.7978019857,1040307.48305,197879.141445,408,QN35,QN0805,24,045400,045400,4,28,107,nysed_activeinstitutions,c0079c6b60992b73b1ff191d2b2d8d2f
0101000020E61000003C36736EE97252C093A74919E1564440,0101000020110F00000F43444D57565FC14440E8D9B3F05241,P.S. 123,145-01,119 AVENUE,145-01 119 AVENUE,JAMAICA,11436,ELEMENTARY SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,608,seats,QUEENS,4260828,4120190010,40.6787527268,-73.7954989037,1040972.25361,186630.546639,412,QN76,QN1203,28,018402,018402,4,27,113,doe_lcgms,a8fe2a2cea4985daad8798eafb018d25
0101000020E6100000DB01B43B427B52C0492B4EB127684440,0101000020110F00000638E9DF84645FC1483A7DB511045341,SUCCESS ACADEMY CHARTER SCHOOL - BRONX 1,339,MORRIS AVENUE,339 MORRIS AVENUE,BRONX,10451,ELEMENTARY SCHOOL - CHARTER,CHARTER K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Success Academy Charter School - Bronx 1,Non-public,Non-public,NYC Department of Education,NYCDOE,City,600,seats,BRONX,2000957,2023330070,40.813719601,-73.9259189843,1004756.20406,235745.771916,201,BX39,BX0101,8,005100,005100,2,07,40,doe_lcgms,c04802a3b668a5600c5e593e40ea2b80
0101000020E61000007BE38349157F52C0F8FAE08ADF494440,0101000020110F000079C174E5036B5FC17D7DDAF025E25241,LIBERATION DIPLOMA PLUS,2865,WEST 19 STREET,2865 WEST 19 STREET,BROOKLYN,11224,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,270,seats,BROOKLYN,3329331,3070200039,40.5771427055,-73.9856757003,988229.173069,149545.416793,313,BK21,BK1302,47,032600,032600,3,21,60,doe_lcgms,c051b70e10752183eb82e019d5275f0f
0101000020E6100000163814C9F47252C03E4BB5BDC6584440,0101000020110F0000F9E777966A565FC174A574C7D3F25241,DAVID N. DINKINS SCHOOL,108-29,155 STREET,108-29 155 STREET,JAMAICA,11433,ELEMENTARY SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,444,seats,QUEENS,4590626,4101440047,40.6935733545,-73.7961918988,1040767.47571,192029.670049,412,QN01,QN1202,28,025400,025401,4,28,103,doe_lcgms,a93332db20f6ffa01ddd76aa4abd4b85
0101000020E610000070848062D77652C0F5BCB52ECC684440,0101000020110F0000E17FC803045D5FC11E0B1D4DCA045341,P.S. 182,601,STICKBALL BOULEVARD,601 STICKBALL BOULEVARD,BRONX,10473,ELEMENTARY SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,816,seats,BRONX,2021923,2035640001,40.818739437,-73.8568974512,1023858.90311,237598.36085,209,BX09,BX0902,18,001600,001600,2,08,43,doe_lcgms,a93619ab6bdade3ca7e50dd31775a4e1
0101000020E6100000FE0684558B7852C03977EA52D15D4440,0101000020110F00002C81BB84E85F5FC1CA5BD0D779F85241,SAINT ADALBERT CATHOLIC ACADEMY,52-17,83 STREET,52-17 83 STREET,ELMHURST,11373,ELEMENTARY SCHOOL - NON-PUBLIC,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Saint Adalbert Catholic Academy,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,QUEENS,4443149,4029020011,40.7329588233,-73.8835056856,1016535.66128,206334.712613,404,QN29,QN0401,25,049900,049900,4,24,110,nysed_activeinstitutions,a94d81ecf2b3528c02b28bd74cd039eb
0101000020E6100000D0B0C509F67F52C09C8C9303615E4440,0101000020110F00003F1594A8816C5FC1A0E99AE51AF95241,CITY & COUNTRY SCHOOL,146,WEST 13 STREET,146 WEST 13 STREET,NEW YORK,10011,ELEMENTARY SCHOOL - NON-PUBLIC,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,City And Country School,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,MANHATTAN,1083193,1006080017,40.7373438926,-73.9993934257,984418.097222,207910.863727,102,MN23,MN0203,3,007100,007100,1,02,6,nysed_activeinstitutions,c09b93d5cd58e92169c9fddf80d4788c
0101000020E610000015BE67647B8B52C0348152CB834D4440,0101000020110F0000C273E16E13805FC1A98EFE9838E65241,RICHMOND PREP CHARTER SCHOOL,,,2 TELEPORT DR-2ND FL,STATEN ISLAND,10314,CHARTER SCHOOL,CHARTER K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,0,,STATEN ISLAND,5146614,5021650170,40.60559277,-74.17940776,934433.257914,159961.185053,502,SI05,SI0204,50,029103,029105,5,31,121,nysed_activeinstitutions,c0c7039f3cf9e0fd5676a410ba694282
0101000020E6100000BFCADF2A577252C0866F094A3B594440,0101000020110F0000F6CC95DB5E555FC14586475556F35241,YORK EARLY COLLEGE ACADEMY,108-35,167 STREET,108-35 167 STREET,JAMAICA,11433,SECONDARY SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,572,seats,QUEENS,4216655,4101780001,40.6971301241,-73.7865716585,1043432.07621,193331.855827,412,QN01,QN1202,27,025800,025800,4,28,103,doe_lcgms,a98988c4db5f0ef0c391db77ad331ed7
0101000020E61000001B75D75FC17652C0469EFCF4A75C4440,0101000020110F000074DABEA0DE5C5FC13CB24E932CF75241,FOREST HILLS MONTESSORI SCHOOL,67-04,AUSTIN STREET,67-04 AUSTIN STREET,FOREST HILLS,11375,ELEMENTARY SCHOOL - NON-PUBLIC,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Forest Hills Montessori School,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,QUEENS,4074971,4031660019,40.7238839044,-73.8555540369,1024287.72927,203039.979872,406,QN17,QN0602,29,071100,071100,4,28,112,nysed_activeinstitutions,c0e56bd3d257fc39543d3e952fc37167
0101000020E610000059AD801ED38052C09E3674924B5A4440,0101000020110F0000B4FFD12FF96D5FC154DB2D5D87F45241,"URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN, THE",26,BROADWAY,26 BROADWAY,NEW YORK,10004,HIGH SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,528,seats,MANHATTAN,1000811,1000220013,40.705439532,-74.012887141,980676.934452,196287.385733,101,MN25,MN0101,1,000900,000900,1,02,1,doe_lcgms,c12e4c347503509e631fa4589821f831
0101000020E6100000A296DADD4B7452C081C03BBE8B5C4440,0101000020110F0000A1087B58B1585FC1B3522AF50CF75241,RABBINICAL SEMINARY OF AMERICA,76-01,147 STREET,76-01 147 STREET,FLUSHING,11367,HIGH SCHOOL - NON-PUBLIC,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Rabbinical Seminary Of America,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,QUEENS,4144493,4066850001,40.7230228856,-73.8171319188,1034938.26548,202746.18191,408,QN37,QN0801,24,077907,077907,4,25,107,nysed_activeinstitutions,c15013bbab97d885175fe38cef0f7b34
0101000020E6100000E30C0BDF2C7D52C0D6BE884A59644440,0101000020110F00001CC4D245C6675FC17EB2F182CCFF5241,DALTON SCHOOL,53,EAST 91 STREET,53 EAST 91 STREET,NEW YORK,10128,ELEMENTARY SCHOOL - NON-PUBLIC,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Dalton School (The),Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,MANHATTAN,1047019,1015030025,40.7839832223,-73.9558651612,996472.327805,224906.179202,108,MN40,MN0802,4,016001,016001,1,02,19,nysed_activeinstitutions,c19b4716ddf7228ee829986f1df33c30
0101000020E61000008C429C29FA7A52C07080939D01554440,0101000020110F0000936492740A645FC16023ABF09AEE5241,BROOKLYN ASCEND CHARTER MS,123,EAST 98 STREET,123 EAST 98 STREET,BROOKLYN,11212,CHARTER SCHOOL,CHARTER K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,0,,BROOKLYN,3081158,3035310001,40.6641200523,-73.921520128,1006022.67249,181242.989426,316,BK81,BK1602,41,090000,090000,3,17,73,nysed_activeinstitutions,a99b01209bf73caaf37a5c3f3a4ae5e0
0101000020E610000018FA30635C7452C07C5A64285D694440,0101000020110F000087946F68CD585FC1891073016D055341,P.S. 072 DR. WILLIAM DORNEY,2951,DEWEY AVENUE,2951 DEWEY AVENUE,BRONX,10465,ELEMENTARY SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,780,seats,BRONX,2077162,2054400001,40.823163734,-73.8181402778,1034583.01861,239230.186974,210,BX52,BX1002,13,015800,015800,2,08,45,doe_lcgms,a9a8f11508676262f9deb8bdace44dd2
0101000020E610000080E769AD447652C0394B6A4A40594440,0101000020110F000011134AD10A5C5FC1193F90EF5BF35241,P.S. 254 - THE ROSA PARKS SCHOOL,84-40,101 STREET,84-40 101 STREET,RICHMOND HILL,11418,ELEMENTARY SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,481,seats,QUEENS,4191296,4091770023,40.6972827553,-73.8479431326,1026414.15136,193351.961684,409,QN54,QN0902,32,002400,002400,4,27,102,doe_lcgms,a9b98a83c2290ebe2bd3374a61463855
0101000020E6100000CA5170E67C7752C09348A7471B734440,0101000020110F00004714C8281D5E5FC114634AD65D105341,P.S. 019 JUDITH K. WEISS,311,EAST 237 STREET,311 EAST 237 STREET,BRONX,10470,K-8 SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,618,seats,BRONX,2128791,2033860001,40.8992783138,-73.866999715,1021018.17904,266937.342041,212,BX62,BX1203,11,045102,045102,2,11,47,doe_lcgms,a9c391530657b5fef4f458d4267201bb
0101000020E61000002A63E318E17A52C0C36C972E26564440,0101000020110F000053A11FE1DF635FC16A568888E2EF5241,RONALD EDMONDS LEARNING CENTER II,430,HOWARD AVENUE,430 HOWARD AVENUE,BROOKLYN,11233,JUNIOR HIGH-INTERMEDIATE-MIDDLE SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,309,seats,BROOKLYN,3039174,3014570032,40.6730484741,-73.919990262,1006444.13201,184496.249009,316,BK79,BK1601,41,036300,036300,3,23,73,doe_lcgms,a9da0439863a63a4e805c0ae09156b3d
0101000020E61000002A5CB8DCA07D52C01E46478A5F634440,0101000020110F0000848E854B8B685FC185CAF463B4FE5241,GUIDEPOST MONTESSORI-MUSEUM MILE,12,EAST 79 STREET,12 EAST 79 STREET,NEW YORK,10075,ELEMENTARY SCHOOL - NON-PUBLIC,NON-PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,Guidepost Montessori At Museum Mile,Non-public,Non-public,NYC Department of Education,NYCDOE,City,0,,MANHATTAN,1041889,1013930062,40.7763614236,-73.9629446871,994512.95877,222128.391685,108,MN40,MN0802,4,014200,014200,1,02,19,nysed_activeinstitutions,c26bf555e97a2eb9b238c3be1f4308b2
0101000020E6100000E54BDF398D8052C0C0C988DD4A534440,0101000020110F000060176377826D5FC1727871BEAFEC5241,SUNSET PARK AVENUES ELEMENTARY SCHOOL,4222,4 AVENUE,4222 4 AVENUE,BROOKLYN,11232,ELEMENTARY SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,394,seats,BROOKLYN,3337158,3007230025,40.6507304545,-74.0086212014,981857.739484,176355.150523,307,BK32,BK0702,38,008200,008200,3,15,72,doe_lcgms,c2724818a68933b98d6e7df0cbc48625
0101000020E6100000FC934F9ED98052C043F5C069334F4440,0101000020110F00000F4AF739046E5FC1A9E5947B1BE85241,THE MADELEINE BRENNAN SCHOOL,8010,12 AVENUE,8010 12 AVENUE,BROOKLYN,11228,JUNIOR HIGH-INTERMEDIATE-MIDDLE SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,1398,seats,BROOKLYN,3162973,3062780022,40.6187647414,-74.0132838184,980562.163681,164709.342318,310,BK30,BK1002,43,016600,016600,3,20,68,doe_lcgms,aa167f855178b3b7a0a0ccf1fcb1a23d
0101000020E6100000F26C69B6BD7852C046975CB4E16C4440,0101000020110F0000628268173E605FC1D7708CEC5F095341,THE BRONX STEM AND ARTS ACADEMY,695,EAST 182 STREET,695 EAST 182 STREET,BRONX,10457,ELEMENTARY SCHOOL - PUBLIC,PUBLIC K-12 SCHOOLS,SCHOOLS (K-12),"EDUCATION, CHILD WELFARE, AND YOUTH",Local,NYC Department of Education,NYCDOE,Public,NYC Department of Education,NYCDOE,City,228,seats,BRONX,2118254,2030840001,40.8506462435,-73.8865805542,1015627.96421,249211.152839,206,BX06,BX0603,15,039100,039100,2,10,48,doe_lcgms,aa31de0e22c1e7de77a07d439604bde7
